,acousticness,danceability,energy,instrumentalness,music_genre
2609,0.00705,0.52,0.422,7.77e-05,0
2610,0.8909999999999999,0.532,0.484,0.78,0
2611,0.00794,0.6409999999999999,0.887,0.275,0
2612,0.00792,0.623,0.888,0.568,0
2614,0.00187,0.503,0.7170000000000001,0.774,0
2616,0.000306,0.61,0.933,0.321,0
2617,0.178,0.83,0.309,0.918,0
2618,0.0205,0.545,0.939,9.01e-05,0
2620,0.000791,0.696,0.853,0.557,0
2622,0.00909,0.722,0.951,0.0,0
2627,0.00297,0.27,0.932,0.163,0
2629,0.153,0.964,0.73,0.809,0
2630,0.00541,0.7240000000000001,0.94,0.635,0
2631,0.563,0.679,0.8959999999999999,0.3389999999999999,0
2634,0.00107,0.579,0.862,0.0637,0
2635,0.0459,0.7809999999999999,0.5,0.00755,0
2638,0.0014,0.77,0.991,0.809,0
2639,0.0017399999999999,0.513,0.866,7.2e-06,0
2641,0.00158,0.481,0.895,0.0387,0
2642,0.00958,0.7020000000000001,0.938,0.0716,0
2645,0.00584,0.667,0.969,0.1119999999999999,0
2646,0.0078099999999999,0.606,0.804,0.67,0
2649,0.0638,0.575,0.831,0.93,0
2650,0.795,0.628,0.506,0.901,0
2651,0.0387,0.473,0.578,0.52,0
2653,0.0327,0.75,0.716,0.0,0
2654,0.000127,0.442,0.96,0.8740000000000001,0
2655,0.0631,0.555,0.959,0.172,0
2657,0.0128,0.6,0.5720000000000001,0.348,0
2659,0.905,0.531,0.377,0.629,0
2661,4.18e-05,0.597,0.971,0.193,0
2662,0.0383,0.7020000000000001,0.94,0.201,0
2664,0.0015,0.347,0.905,0.424,0
2666,0.091,0.736,0.8270000000000001,0.00509,0
2667,0.3,0.357,0.87,0.942,0
2668,0.108,0.52,0.858,0.8340000000000001,0
2669,0.00125,0.535,0.935,0.9,0
2670,0.565,0.634,0.856,0.914,0
2671,0.0105,0.696,0.963,0.857,0
2672,0.0213,0.708,0.938,0.902,0
2673,0.0235,0.568,0.635,0.718,0
2677,0.564,0.296,0.4,0.13,0
2678,0.00763,0.768,0.925,0.903,0
2680,0.00176,0.8029999999999999,0.907,3.12e-06,0
2682,0.0229,0.7070000000000001,0.748,0.764,0
2683,0.0459,0.664,0.85,9.75e-05,0
2684,0.203,0.581,0.6629999999999999,0.0754,0
2685,0.0309,0.493,0.8909999999999999,1.35e-06,0
2686,0.0916,0.4479999999999999,0.805,0.905,0
2687,0.0571,0.322,0.584,4.59e-06,0
2689,0.415,0.659,0.5870000000000001,0.922,0
2691,0.0138,0.7140000000000001,0.677,9.44e-05,0
2692,0.109,0.497,0.473,0.927,0
2693,0.0183,0.544,0.784,0.0172,0
2694,0.297,0.486,0.918,0.0538,0
2695,0.0747,0.469,0.7929999999999999,1.39e-05,0
2696,0.272,0.77,0.442,1.4e-05,0
2698,0.0434,0.7809999999999999,0.522,0.00275,0
2700,0.00587,0.7929999999999999,0.685,0.924,0
2701,0.00834,0.8009999999999999,0.825,0.0099,0
2703,0.039,0.698,0.687,0.0358,0
2704,0.00855,0.823,0.8240000000000001,0.000562,0
2705,0.138,0.2319999999999999,0.762,0.774,0
2706,0.0535,0.6629999999999999,0.8640000000000001,0.0279999999999999,0
2708,0.966,0.716,0.4039999999999999,0.909,0
2709,0.00163,0.853,0.8759999999999999,0.151,0
2711,0.0269,0.727,0.875,0.00624,0
2713,0.00249,0.638,0.81,0.87,0
2714,0.0097299999999999,0.565,0.477,0.00257,0
2715,0.026,0.465,0.989,0.546,0
2716,0.0136,0.7190000000000001,0.93,0.0701,0
2717,0.3989999999999999,0.632,0.55,0.11,0
2719,0.256,0.451,0.392,6.91e-06,0
2720,0.00561,0.631,0.8079999999999999,0.63,0
2722,0.000601,0.401,0.985,0.0652,0
2723,0.0143,0.424,0.93,0.00124,0
2724,0.268,0.503,0.952,0.272,0
2725,0.0789,0.611,0.556,0.7240000000000001,0
2728,0.0847,0.609,0.901,0.0,0
2730,0.000148,0.602,0.634,0.777,0
2732,0.000459,0.5820000000000001,0.7440000000000001,0.051,0
2733,0.0881,0.685,0.785,0.0,0
2734,0.00135,0.644,0.828,0.925,0
2735,0.55,0.499,0.295,0.0052899999999999,0
2736,0.127,0.5820000000000001,0.515,0.0173,0
2737,0.000739,0.631,0.8740000000000001,0.7559999999999999,0
2738,0.0147,0.59,0.965,0.163,0
2741,0.0635,0.589,0.5329999999999999,0.0801,0
2742,0.0409999999999999,0.619,0.56,0.0,0
2743,0.0831,0.5589999999999999,0.7440000000000001,0.2019999999999999,0
2745,0.0257,0.599,0.904,0.0245,0
2746,0.042,0.555,0.946,0.21,0
2747,0.479,0.604,0.687,0.95,0
2748,0.0245,0.752,0.556,0.805,0
2750,0.0553,0.557,0.778,0.7829999999999999,0
2751,0.000664,0.584,0.66,0.0,0
2752,0.373,0.405,0.58,0.0002299999999999,0
2753,0.066,0.526,0.787,0.897,0
2754,0.00474,0.413,0.77,0.0,0
2756,1.6e-06,0.635,0.6970000000000001,0.932,0
2757,0.000308,0.472,0.995,0.00971,0
2759,0.0119,0.569,0.7609999999999999,0.000339,0
2761,0.504,0.35,0.772,0.653,0
2762,0.0104,0.389,0.974,0.0,0
2763,0.0366,0.521,0.852,0.0,0
2764,0.0007059999999999,0.7290000000000001,0.7440000000000001,0.831,0
2767,0.0132,0.765,0.672,0.597,0
2768,0.0341,0.8370000000000001,0.922,0.00834,0
2769,0.0382,0.391,0.925,0.0,0
2770,0.00335,0.557,0.979,0.473,0
2771,0.87,0.32,0.314,0.901,0
2773,0.0451,0.815,0.665,0.105,0
2775,0.0434,0.581,0.942,0.0,0
2776,0.105,0.733,0.49,0.0143,0
2778,0.0848,0.595,0.826,4.91e-05,0
2779,0.0482,0.746,0.975,0.003,0
2780,0.0798,0.6559999999999999,0.87,0.895,0
2781,0.946,0.542,0.16,0.928,0
2782,0.0736,0.752,0.923,0.0121,0
2783,0.00015,0.535,0.95,0.0989,0
2784,0.00404,0.923,0.4029999999999999,0.899,0
2785,0.0965,0.768,0.615,0.912,0
2788,0.00365,0.555,0.959,0.91,0
2789,0.00305,0.4539999999999999,0.635,0.0,0
2791,0.0018899999999999,0.777,0.86,0.431,0
2792,0.0221,0.682,0.895,0.462,0
2793,0.143,0.7609999999999999,0.5770000000000001,0.000718,0
2794,0.8370000000000001,0.441,0.423,0.966,0
2795,0.0221,0.629,0.989,0.888,0
2796,0.0105,0.5760000000000001,0.889,0.00347,0
2798,0.00968,0.524,0.735,0.00464,0
2799,0.108,0.542,0.682,0.7879999999999999,0
2800,0.000587,0.619,0.873,0.375,0
2801,0.00482,0.746,0.7390000000000001,0.883,0
2802,0.373,0.73,0.71,0.946,0
2804,0.00298,0.45,0.915,0.446,0
2806,0.0161,0.77,0.617,0.00987,0
2807,0.000531,0.518,0.892,6.9e-05,0
2809,0.159,0.631,0.768,0.327,0
2810,0.00687,0.765,0.954,0.135,0
2815,0.14,0.419,0.7120000000000001,0.000153,0
2817,3.6e-05,0.696,0.6509999999999999,0.882,0
2819,0.0676,0.26,0.727,3.1e-06,0
2820,0.239,0.6990000000000001,0.68,0.131,0
2822,2.75e-05,0.626,0.7659999999999999,0.7609999999999999,0
2823,0.0087099999999999,0.7559999999999999,0.8079999999999999,0.664,0
2824,0.216,0.626,0.362,0.867,0
2825,0.0275,0.5660000000000001,0.67,0.0289999999999999,0
2828,0.299,0.73,0.8420000000000001,0.7829999999999999,0
2831,0.0263,0.784,0.7140000000000001,0.4639999999999999,0
2832,0.0172,0.7190000000000001,0.902,0.0,0
2834,0.00351,0.62,0.907,6.77e-05,0
2835,0.0116,0.4579999999999999,0.968,0.0506,0
2836,0.209,0.6920000000000001,0.6990000000000001,0.908,0
2838,0.55,0.737,0.469,0.278,0
2839,0.00114,0.407,0.4629999999999999,0.114,0
2840,0.00667,0.8079999999999999,0.973,0.759,0
2841,0.00616,0.6940000000000001,0.861,0.00436,0
2842,0.2789999999999999,0.431,0.537,0.895,0
2844,0.228,0.513,0.642,0.000195,0
2845,0.0018,0.623,0.72,0.7170000000000001,0
2846,0.0209,0.452,0.956,0.721,0
2847,0.157,0.598,0.6970000000000001,0.8170000000000001,0
2848,0.0666,0.5529999999999999,0.703,0.0036899999999999,0
2850,0.0022199999999999,0.573,0.843,0.83,0
2852,0.161,0.636,0.551,0.0,0
2853,0.0012699999999999,0.65,0.942,0.417,0
2854,0.0376,0.44,0.838,0.00258,0
2856,0.00406,0.4639999999999999,0.932,0.6809999999999999,0
2857,0.000565,0.6859999999999999,0.934,0.434,0
2859,0.285,0.7090000000000001,0.501,0.471,0
2860,0.0215,0.353,0.733,3.33e-06,0
2865,0.0754,0.5820000000000001,0.782,1.55e-06,0
2866,0.00268,0.5870000000000001,0.5870000000000001,0.508,0
2867,0.0426,0.556,0.937,0.293,0
2868,0.0444,0.823,0.769,0.000158,0
2869,0.0227,0.654,0.634,0.914,0
2870,0.0125,0.81,0.71,0.8909999999999999,0
2871,0.0186,0.49,0.924,0.372,0
2872,0.00124,0.772,0.903,0.173,0
2875,0.0003529999999999,0.599,0.944,0.861,0
2877,0.245,0.726,0.713,0.659,0
2878,9.85e-05,0.4029999999999999,0.746,0.8909999999999999,0
2879,0.1689999999999999,0.282,0.374,0.534,0
2880,0.0378,0.818,0.6629999999999999,0.907,0
2882,0.0991,0.368,0.883,0.298,0
2883,0.619,0.69,0.6559999999999999,0.364,0
2884,0.113,0.758,0.511,0.155,0
2885,0.0246,0.552,0.617,0.0104,0
2886,0.0611,0.8320000000000001,0.51,0.305,0
2887,0.0272,0.153,0.7490000000000001,3.77e-05,0
2889,0.693,0.54,0.42,0.857,0
2890,0.0699,0.46,0.413,0.0688,0
2891,0.178,0.753,0.677,0.433,0
2892,2.04e-05,0.593,0.789,0.00238,0
2893,0.00496,0.774,0.8370000000000001,0.00428,0
2894,3.19e-05,0.537,0.835,0.604,0
2895,0.00406,0.746,0.813,0.725,0
2896,0.0119,0.569,0.435,0.0018,0
2897,0.0588,0.594,0.88,0.128,0
2898,0.0267,0.669,0.8270000000000001,0.000966,0
2899,0.000252,0.542,0.5660000000000001,0.914,0
2901,0.000463,0.655,0.968,0.204,0
2903,0.0539,0.631,0.965,0.474,0
2904,0.0093,0.72,0.677,0.003,0
2905,0.111,0.504,0.75,0.8540000000000001,0
2906,0.0184,0.7759999999999999,0.596,0.0625,0
2907,0.0941,0.591,0.779,5.14e-05,0
2909,0.341,0.514,0.584,0.946,0
2910,0.247,0.575,0.7759999999999999,1.69e-06,0
2912,0.1969999999999999,0.708,0.521,0.352,0
2913,0.149,0.657,0.63,0.8340000000000001,0
2914,0.945,0.657,0.233,0.000598,0
2915,0.148,0.701,0.7879999999999999,0.625,0
2916,0.0008849999999999,0.79,0.427,0.446,0
2917,0.000682,0.6970000000000001,0.853,0.143,0
2919,0.612,0.612,0.838,0.9,0
2920,0.05,0.564,0.95,0.0928,0
2922,0.00419,0.524,0.789,0.0033299999999999,0
2923,0.123,0.5539999999999999,0.895,0.0214,0
2924,0.00449,0.3989999999999999,0.7340000000000001,0.000623,0
2925,0.0122,0.64,0.6759999999999999,0.927,0
2926,0.00843,0.345,0.8959999999999999,0.0312,0
2927,0.0135,0.638,0.6920000000000001,0.882,0
2928,0.00621,0.4639999999999999,0.979,0.6890000000000001,0
2930,0.000472,0.613,0.76,0.72,0
2931,0.273,0.4679999999999999,0.524,0.000281,0
2932,0.208,0.62,0.574,0.82,0
2933,0.736,0.426,0.418,0.0257,0
2934,0.0197,0.2189999999999999,0.933,0.000521,0
2935,0.0566,0.392,0.919,0.168,0
2936,0.535,0.67,0.618,0.00516,0
2938,0.125,0.802,0.497,0.847,0
2939,0.17,0.4379999999999999,0.457,0.648,0
2940,0.507,0.226,0.233,0.00297,0
2941,0.00894,0.706,0.616,0.515,0
2942,0.294,0.62,0.6659999999999999,0.907,0
2944,0.000576,0.444,0.974,0.236,0
2945,0.192,0.752,0.392,0.52,0
2946,0.835,0.584,0.52,0.98,0
2947,0.00134,0.8540000000000001,0.782,0.381,0
2949,0.0258,0.685,0.799,0.233,0
2953,0.5770000000000001,0.816,0.551,0.532,0
2957,0.282,0.637,0.857,0.124,0
2959,0.0449,0.655,0.664,0.0,0
2960,0.000927,0.685,0.873,0.00125,0
2961,0.0466,0.537,0.797,0.0,0
2962,0.524,0.551,0.327,0.0036799999999999,0
2964,0.000623,0.633,0.693,0.517,0
2966,0.000671,0.856,0.8009999999999999,0.852,0
2968,0.0242,0.831,0.895,0.00483,0
2970,0.0637,0.649,0.95,5.96e-06,0
2971,0.1169999999999999,0.8590000000000001,0.5760000000000001,0.00927,0
2972,0.00168,0.6459999999999999,0.74,0.0001139999999999,0
2973,0.0124,0.826,0.8420000000000001,9.62e-05,0
2974,0.000858,0.5529999999999999,0.946,0.0488,0
2975,0.000399,0.8,0.722,0.902,0
2976,0.095,0.544,0.97,0.00642,0
2979,0.11,0.523,0.904,0.2689999999999999,0
2981,0.132,0.8190000000000001,0.93,0.00302,0
2982,0.626,0.3879999999999999,0.356,0.784,0
2983,0.00391,0.457,0.984,0.608,0
2984,0.0007639999999999,0.594,0.995,0.653,0
2985,0.0104,0.557,0.8370000000000001,0.0006519999999999,0
2986,0.121,0.413,0.6709999999999999,0.3979999999999999,0
2988,0.141,0.634,0.797,0.2,0
2989,0.00161,0.7340000000000001,0.594,0.79,0
2990,0.0075099999999999,0.3929999999999999,0.69,0.000538,0
2991,0.00506,0.7440000000000001,0.743,0.67,0
2994,0.0601,0.675,0.753,0.00727,0
2995,0.1169999999999999,0.467,0.723,3.49e-06,0
2997,0.0626,0.794,0.626,0.00282,0
2998,0.00131,0.5770000000000001,0.978,0.0003509999999999,0
2999,0.2739999999999999,0.7,0.283,0.0353,0
3000,0.0014,0.625,0.989,0.888,0
3002,0.261,0.525,0.599,0.021,0
3003,0.0211,0.703,0.972,0.0495,0
3004,0.0054399999999999,0.664,0.893,0.000193,0
3005,0.0008359999999999,0.4029999999999999,0.83,0.0988,0
3008,0.16,0.546,0.613,0.00403,0
3009,2.6e-05,0.537,0.963,0.77,0
3010,0.173,0.542,0.7490000000000001,0.942,0
3012,0.183,0.47,0.778,4.25e-06,0
3014,0.00246,0.6679999999999999,0.62,0.362,0
3016,0.16,0.792,0.679,0.0002379999999999,0
3017,7.6e-05,0.408,0.972,0.000359,0
3019,0.000388,0.6629999999999999,0.942,0.688,0
3020,0.00357,0.416,0.877,2.35e-06,0
3021,0.484,0.425,0.873,0.809,0
3022,0.0070599999999999,0.487,0.727,0.603,0
3023,0.000697,0.7490000000000001,0.775,0.861,0
3024,0.168,0.493,0.804,0.924,0
3026,0.00582,0.942,0.6890000000000001,1.63e-05,0
3027,0.00141,0.797,0.973,0.3,0
3028,0.00255,0.7020000000000001,0.851,5.94e-05,0
3029,0.000377,0.482,0.961,0.0167,0
3030,0.0589,0.7859999999999999,0.84,2.3e-06,0
3031,0.000304,0.629,0.993,0.0755,0
3032,0.146,0.72,0.425,0.108,0
3035,0.0941,0.728,0.612,0.188,0
3036,0.171,0.263,0.3429999999999999,0.627,0
3037,0.0143,0.534,0.904,0.00187,0
3038,0.017,0.607,0.759,1.74e-06,0
3039,0.0217,0.927,0.647,0.0732,0
3040,4.11e-05,0.321,0.6970000000000001,0.0116,0
3041,0.0147,0.684,0.78,0.00139,0
3042,0.0232,0.777,0.818,0.00143,0
3044,0.00372,0.5920000000000001,0.967,0.851,0
3045,0.000179,0.6829999999999999,0.743,0.436,0
3046,0.0291,0.659,0.7809999999999999,4.92e-05,0
3048,0.385,0.594,0.481,0.845,0
3049,0.0855,0.695,0.951,0.792,0
3051,0.00121,0.905,0.72,0.0301,0
3052,0.0476,0.67,0.7929999999999999,0.912,0
3054,0.0353,0.563,0.871,0.775,0
3055,0.8420000000000001,0.389,0.305,0.631,0
3056,0.208,0.593,0.569,0.00442,0
3057,0.00436,0.56,0.68,0.0051,0
3060,0.019,0.7959999999999999,0.8490000000000001,0.0292,0
3061,0.246,0.435,0.929,0.192,0
3064,0.107,0.5489999999999999,0.7290000000000001,0.000507,0
3065,0.00271,0.457,0.892,0.852,0
3066,0.0112,0.866,0.906,0.348,0
3067,0.104,0.718,0.77,0.0,0
3068,0.0394,0.691,0.931,3.07e-06,0
3069,0.0709,0.787,0.7070000000000001,0.00671,0
3072,0.00707,0.5329999999999999,0.958,0.0614,0
3073,0.000946,0.6859999999999999,0.979,0.7,0
3074,0.00262,0.66,0.857,0.165,0
3076,0.72,0.264,0.551,0.948,0
3077,0.471,0.813,0.482,0.373,0
3078,0.0494,0.568,0.95,0.1689999999999999,0
3079,0.00592,0.701,0.659,0.218,0
3080,0.589,0.6809999999999999,0.665,0.861,0
3082,0.0878,0.425,0.805,0.955,0
3083,0.0004,0.4479999999999999,0.92,0.4579999999999999,0
3085,0.47,0.5870000000000001,0.5660000000000001,0.0,0
3086,0.0786,0.609,0.984,0.0302,0
3087,0.00637,0.5710000000000001,0.779,1.19e-06,0
3088,0.000547,0.5529999999999999,0.91,3.32e-05,0
3089,0.000113,0.471,0.945,0.0192,0
3090,0.011,0.857,0.903,4.270000000000001e-05,0
3091,0.0233,0.7290000000000001,0.8690000000000001,0.585,0
3092,0.0318,0.769,0.655,0.0189,0
3093,0.132,0.698,0.789,0.0091,0
3094,0.00618,0.5539999999999999,0.8490000000000001,0.0,0
3096,0.000123,0.653,0.975,0.586,0
3097,0.000479,0.467,0.958,0.1989999999999999,0
3098,0.439,0.7290000000000001,0.282,0.423,0
3100,0.135,0.7440000000000001,0.563,0.626,0
3101,0.00209,0.792,0.497,0.0272,0
3103,0.7909999999999999,0.653,0.341,0.901,0
3104,0.0194,0.6629999999999999,0.8029999999999999,0.655,0
3105,0.0042899999999999,0.728,0.8009999999999999,0.8270000000000001,0
3106,0.461,0.49,0.471,0.919,0
3107,0.0802,0.816,0.8220000000000001,0.0825,0
3108,0.0445,0.491,0.879,0.0009019999999999,0
3109,0.000586,0.3779999999999999,0.933,0.0132,0
3110,0.1369999999999999,0.742,0.804,0.593,0
3111,0.0001409999999999,0.535,0.898,0.856,0
3113,0.078,0.698,0.908,0.0,0
3114,0.0118,0.589,0.981,3.35e-05,0
3115,0.046,0.281,0.546,0.7909999999999999,0
3117,0.0199,0.6609999999999999,0.8240000000000001,0.0,0
3118,0.000148,0.628,0.865,0.292,0
3119,0.000513,0.354,0.449,0.778,0
3120,0.0876,0.503,0.852,0.78,0
3121,0.00634,0.526,0.964,0.00729,0
3122,0.0009429999999999,0.75,0.635,0.363,0
3123,0.00819,0.5429999999999999,0.764,0.000962,0
3124,0.000346,0.377,0.92,0.903,0
3125,0.00457,0.79,0.8440000000000001,0.244,0
3126,0.000125,0.7140000000000001,0.97,0.0733,0
3127,0.0281,0.6559999999999999,0.653,0.858,0
3129,0.0106,0.584,0.925,0.0857,0
3130,0.0086,0.561,0.821,0.00347,0
3131,0.0576,0.544,0.7340000000000001,0.000112,0
3132,0.175,0.532,0.735,8.51e-05,0
3133,0.0024,0.6579999999999999,0.778,0.0967,0
3134,0.0184,0.742,0.968,0.777,0
3135,0.281,0.498,0.7240000000000001,6.75e-06,0
3136,0.188,0.665,0.807,0.00075,0
3138,0.00279,0.7979999999999999,0.8690000000000001,0.467,0
3139,0.103,0.711,0.621,2.09e-05,0
3140,0.17,0.7090000000000001,0.807,0.000736,0
3143,0.00059,0.591,0.954,0.2189999999999999,0
3144,0.13,0.778,0.6679999999999999,0.855,0
3145,0.2289999999999999,0.597,0.8320000000000001,0.00123,0
3146,0.00421,0.7290000000000001,0.942,0.00242,0
3147,0.182,0.63,0.752,0.8759999999999999,0
3148,7.509999999999998e-05,0.62,0.8440000000000001,0.0428,0
3149,0.00808,0.76,0.98,0.604,0
3151,0.0032,0.7340000000000001,0.6709999999999999,0.000596,0
3152,0.0157,0.708,0.507,0.865,0
3155,0.00854,0.8079999999999999,0.5820000000000001,0.3389999999999999,0
3156,0.201,0.61,0.815,0.000152,0
3157,0.0136,0.701,0.836,8.13e-05,0
3159,0.00948,0.731,0.885,0.376,0
3161,0.615,0.2789999999999999,0.672,0.934,0
3164,0.0336,0.596,0.95,0.858,0
3165,0.00115,0.721,0.979,0.603,0
3166,0.00479,0.54,0.945,3.96e-05,0
3167,0.0185,0.8140000000000001,0.515,0.8390000000000001,0
3168,0.253,0.35,0.503,0.922,0
3170,0.0014,0.297,0.637,0.18,0
3171,0.359,0.467,0.7929999999999999,0.00417,0
3172,0.765,0.4579999999999999,0.4639999999999999,0.835,0
3173,0.0472,0.7909999999999999,0.7490000000000001,0.948,0
3175,0.00122,0.445,0.866,0.0,0
3176,0.439,0.495,0.373,0.732,0
3177,0.176,0.366,0.946,0.0118,0
3178,0.000354,0.3429999999999999,0.955,0.0502,0
3182,0.00476,0.5720000000000001,0.987,0.00679,0
3185,0.00875,0.856,0.36,0.687,0
3186,0.109,0.57,0.6659999999999999,0.799,0
3188,0.24,0.2739999999999999,0.892,0.8370000000000001,0
3189,0.3979999999999999,0.741,0.375,0.903,0
3191,0.551,0.534,0.4479999999999999,0.000125,0
3192,0.00842,0.708,0.973,0.853,0
3193,0.000101,0.542,0.979,0.732,0
3194,0.0168,0.626,0.909,0.0133,0
3195,5.94e-05,0.718,0.7659999999999999,0.8740000000000001,0
3197,0.00828,0.743,0.723,2.02e-05,0
3198,0.136,0.831,0.628,0.287,0
3200,0.552,0.472,0.296,0.762,0
3201,0.956,0.39,0.426,0.894,0
3202,0.00329,0.593,0.578,0.789,0
3203,0.156,0.477,0.7809999999999999,1.64e-06,0
3204,0.0879,0.5429999999999999,0.611,0.139,0
3205,0.00418,0.6709999999999999,0.96,0.123,0
3206,0.541,0.73,0.152,0.159,0
3207,0.0504,0.662,0.449,0.8690000000000001,0
3208,0.0612,0.391,0.753,0.0,0
3209,0.000194,0.601,0.969,0.7759999999999999,0
3210,0.0236,0.6970000000000001,0.5329999999999999,0.00108,0
3211,0.12,0.754,0.917,0.902,0
3212,0.304,0.306,0.429,1.89e-06,0
3213,0.0193,0.611,0.6970000000000001,0.0,0
3214,0.319,0.8340000000000001,0.497,0.0347,0
3215,0.00421,0.64,0.484,0.471,0
3217,0.0083299999999999,0.54,0.778,0.5760000000000001,0
3218,0.0608,0.74,0.887,0.0,0
3220,0.106,0.3379999999999999,0.775,0.0017,0
3222,0.00998,0.8540000000000001,0.335,0.67,0
3223,0.0198,0.745,0.688,0.002,0
3224,0.00465,0.638,0.5870000000000001,0.909,0
3225,0.0042899999999999,0.758,0.942,0.8390000000000001,0
3226,0.0257,0.733,0.665,0.33,0
3227,0.118,0.763,0.645,0.00283,0
3230,0.178,0.81,0.326,0.000772,0
3231,0.272,0.684,0.4589999999999999,0.898,0
3232,0.017,0.555,0.713,0.00115,0
3233,0.0279,0.765,0.674,0.0136,0
3234,0.00951,0.473,0.8340000000000001,0.00294,0
3235,0.036,0.902,0.552,0.0125,0
3236,0.0325,0.758,0.763,0.0126,0
3237,1.93e-05,0.655,0.945,0.371,0
3238,0.00276,0.76,0.919,0.00849,0
3239,0.0607,0.613,0.815,0.314,0
3240,0.04,0.427,0.4379999999999999,0.00382,0
3241,0.0031,0.66,0.991,0.000122,0
3244,0.0127,0.71,0.573,0.7879999999999999,0
3245,0.00396,0.7709999999999999,0.64,4.52e-06,0
3246,0.928,0.713,0.889,0.921,0
3247,0.00905,0.696,0.912,0.868,0
3250,0.81,0.5329999999999999,0.615,0.928,0
3251,0.15,0.858,0.492,0.8809999999999999,0
3252,0.12,0.609,0.527,0.8240000000000001,0
3253,0.0067599999999999,0.5479999999999999,0.799,0.962,0
3255,0.0157,0.682,0.5870000000000001,0.8,0
3257,0.0186,0.595,0.529,0.000897,0
3258,0.00765,0.498,0.967,2.41e-06,0
3259,0.00339,0.815,0.5770000000000001,0.0415,0
3260,0.00205,0.367,0.508,0.00291,0
3261,0.0694,0.8109999999999999,0.775,0.000161,0
3262,0.0828,0.795,0.665,0.736,0
3265,0.00105,0.8,0.903,0.4429999999999999,0
3266,0.0361,0.7090000000000001,0.8690000000000001,0.0,0
3267,0.0422,0.652,0.721,0.0,0
3270,0.0287,0.6759999999999999,0.895,0.186,0
3271,0.00596,0.8,0.843,0.119,0
3272,0.287,0.887,0.466,0.00607,0
3276,0.0196,0.6759999999999999,0.928,7.609999999999999e-05,0
3277,0.0101,0.602,0.986,0.0021899999999999,0
3278,0.0141,0.585,0.907,0.873,0
3281,0.0123,0.596,0.915,0.602,0
3284,0.055,0.408,0.777,0.000811,0
3285,0.171,0.6709999999999999,0.497,0.536,0
3287,0.089,0.74,0.831,0.0,0
3288,0.0544,0.7859999999999999,0.986,0.00755,0
3289,0.00234,0.657,0.953,0.655,0
3291,9.41e-05,0.379,0.753,0.4039999999999999,0
3292,0.0868,0.7909999999999999,0.535,0.758,0
3294,0.118,0.3279999999999999,0.6990000000000001,2.03e-06,0
3296,0.00715,0.528,0.853,0.0237,0
3297,0.0098,0.3939999999999999,0.963,0.317,0
3298,0.0286,0.511,0.733,0.00491,0
3299,0.408,0.888,0.687,0.0,0
3300,0.00156,0.725,0.74,0.0004639999999999,0
3301,0.278,0.588,0.488,0.0352,0
3303,0.0731,0.654,0.726,0.8909999999999999,0
3305,0.436,0.7,0.7290000000000001,0.00209,0
3308,0.0123,0.767,0.7859999999999999,0.946,0
3309,0.0059299999999999,0.83,0.932,0.429,0
3311,0.292,0.7290000000000001,0.906,0.8340000000000001,0
3312,0.00246,0.33,0.632,0.155,0
3313,0.0382,0.8320000000000001,0.7979999999999999,0.104,0
3314,0.0034,0.539,0.978,0.0505,0
3315,0.109,0.662,0.924,1.34e-05,0
3316,0.0477,0.345,0.911,0.00117,0
3317,0.0201,0.725,0.5660000000000001,0.135,0
3318,0.00065,0.56,0.934,0.653,0
3319,0.0227,0.624,0.888,0.0288,0
3320,0.0145,0.662,0.945,2.04e-06,0
3321,0.129,0.391,0.647,0.923,0
3323,0.465,0.7340000000000001,0.526,0.000251,0
3324,0.00546,0.807,0.612,0.8540000000000001,0
3325,0.0001889999999999,0.679,0.904,0.44,0
3327,0.00266,0.6779999999999999,0.953,0.0768,0
3328,0.142,0.419,0.954,0.00123,0
3329,0.00491,0.836,0.73,0.00234,0
3332,0.984,0.395,0.0346,0.792,0
3333,0.0267,0.487,0.848,0.495,0
3334,0.00405,0.64,0.912,0.4639999999999999,0
3336,3.06e-06,0.18,0.735,0.695,0
3337,0.104,0.665,0.901,6.55e-05,0
3338,0.0307,0.802,0.7020000000000001,0.8909999999999999,0
3339,0.00885,0.897,0.762,0.016,0
3340,0.133,0.525,0.882,0.0009369999999999,0
3341,0.0097,0.721,0.7859999999999999,0.728,0
3343,8.52e-05,0.632,0.981,0.367,0
3345,0.1639999999999999,0.733,0.5710000000000001,0.888,0
3346,0.0656,0.597,0.807,0.8270000000000001,0
3351,0.0852,0.8079999999999999,0.907,0.737,0
3352,0.000962,0.8,0.65,0.82,0
3353,0.0111,0.355,0.674,0.919,0
3354,0.178,0.7090000000000001,0.677,0.00362,0
3355,0.4479999999999999,0.446,0.425,0.0,0
3356,0.0102,0.436,0.8640000000000001,0.774,0
3357,0.184,0.816,0.364,0.809,0
3358,0.0026,0.447,0.906,0.0,0
3359,0.0589,0.722,0.855,0.00972,0
3361,0.00818,0.4529999999999999,0.6629999999999999,0.0539,0
3362,0.0918,0.7,0.7559999999999999,0.113,0
3364,0.313,0.6940000000000001,0.3,0.8079999999999999,0
3365,0.521,0.267,0.71,0.895,0
3366,0.0686,0.617,0.948,0.519,0
3367,0.000436,0.507,0.962,0.226,0
3368,0.000169,0.556,0.981,0.816,0
3369,0.127,0.868,0.682,0.14,0
3371,0.0789,0.868,0.936,0.0,0
3372,0.0527,0.65,0.935,3.15e-06,0
3373,0.0106,0.725,0.75,0.0,0
